"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"6b9c398a-7913-437a-85c5-e62e00240976","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ῥιζοῦντος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[34]/hi[2]::25;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[34]/hi[2]::34","PLACE","http://pleiades.stoa.org/places/197471","Rhizon/Risinium|Risinum/Rhizon, Risan","-0330/0640","42.51376","18.69623","settlement,port","VERIFIED","ποταμός","","",""
"3bb428f2-68d9-4837-851d-f97e81146e27","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ῥιζοῦντος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[34]/hi[3]::25;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[34]/hi[3]::34","PLACE","http://pleiades.stoa.org/places/197471","Rhizon/Risinium|Risinum/Rhizon, Risan","-0330/0640","42.51376","18.69623","settlement,port","VERIFIED","ποταμός","","",""
"192e5432-fbec-4b52-a4f3-84067f9990b6","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Βουθόην","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[34]::387;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[34]::394","PLACE","http://pleiades.stoa.org/places/481770","Bouthoe|Bouthoe, Budva","-0550/0300","42.27752","18.8382","settlement","VERIFIED","","is Bouthoe the emporion? ","",""
"fd3a7a58-422a-4a5e-b76f-fb7514afd10c","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἰλλυριῶν ἔθνος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::12;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::26","PLACE","http://pleiades.stoa.org/places/197260","Enchelei","-0550/-0030","42.5","18.5","people","VERIFIED","group|ethnic|ἔθνος","","",""
"2088ab12-6848-49a6-9c2a-a8cbb8330eac","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἐγχελεῖς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::36;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::44","PLACE","http://pleiades.stoa.org/places/197260","Enchelei","-0550/-0030","42.5","18.5","people","VERIFIED","group|ethnic|ἔθνος|ἰλλυρίων","","",""
"d0029dc4-951b-4f7f-952c-932fb5f2d56a","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ῥιζοῦντος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::59;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::68","PLACE","http://pleiades.stoa.org/places/197471","Rhizon/Risinium|Risinum/Rhizon, Risan","-0330/0640","42.51376","18.69623","settlement,port","VERIFIED","","","",""
"f1ee0c77-3ae4-45a1-aea9-c165d240f93b","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Βουθόης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::73;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::80","PLACE","http://pleiades.stoa.org/places/481770","Bouthoe|Bouthoe, Budva","-0550/0300","42.27752","18.8382","settlement","VERIFIED","","","",""
"ff721166-930e-4ba9-b608-bd80fa977db6","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἐπίδαμνον","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::88;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::97","PLACE","http://pleiades.stoa.org/places/481818","Dyrr(h)achium/Epidamnos|Dyrrachion/Dyrrhachium/Dyrrachium/Epidamnos, Durrës","-0750/0640","41.31497","19.44594","amphitheatre,settlement,port","VERIFIED","πόλις|ἑλληνίς","","",""
"0e5fee21-0bbf-4034-acb4-2e90e91f56a6","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","πόλιν Ἑλληνίδα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::99;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[35]::113","PLACE","http://pleiades.stoa.org/places/481818","Dyrr(h)achium/Epidamnos|Dyrrachion/Dyrrhachium/Dyrrachium/Epidamnos, Durrës","-0750/0640","41.31497","19.44594","amphitheatre,settlement,port","VERIFIED","","","",""
"9cb4aa6c-5539-40da-9d1b-eaf0433adf01","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ταυλαντίων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]/hi[1]::25;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]/hi[1]::35","PLACE","http://pleiades.stoa.org/places/482012","Taulantioi","-0750/0300","41.5","19.5","people","VERIFIED","group|ethnic|ἔθνος|ἰλλυρικόν","","",""
"82f83e16-1f3f-46e9-a9ab-691962b47185","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἰλλυρικὸν ἔθνος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::83;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::98","PLACE","http://pleiades.stoa.org/places/482012","Taulantioi","-0750/0300","41.5","19.5","people","VERIFIED","group|ethnic|ἔθνος","","",""
"03073661-2822-4a7e-9d28-cc7d9db51f24","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἐπίδαμνός","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::106;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::115","PLACE","http://pleiades.stoa.org/places/481818","Dyrr(h)achium/Epidamnos|Dyrrachion/Dyrrhachium/Dyrrachium/Epidamnos, Durrës","-0750/0640","41.31497","19.44594","amphitheatre,settlement,port","VERIFIED","πόλις","","",""
"fdbde336-e3ad-48d8-a0b8-79751f7417d3","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Πάλαμνος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::167;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::175","PLACE","","","","","","","NOT_IDENTIFIABLE","ποταμός","","",""
"3c2cc0fd-4006-428a-af1d-7aff604ab57b","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἐπιδάμνου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::183;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::192","PLACE","http://pleiades.stoa.org/places/481818","Dyrr(h)achium/Epidamnos|Dyrrachion/Dyrrhachium/Dyrrachium/Epidamnos, Durrës","-0750/0640","41.31497","19.44594","amphitheatre,settlement,port","VERIFIED","","","",""
"69ed3909-22a0-4fe4-bc7c-9e1b9b7bad41","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀπολλωνίαν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::197;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::207","PLACE","http://pleiades.stoa.org/places/481728","Apollonia|Apollonia, Pojan","-0750/0640","40.720583","19.470413","settlement","VERIFIED","πόλις|ἑλληνίς","","",""
"26e90838-2850-4ee0-9d6a-bf08c162fd15","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","πόλιν Ἑλληνίδα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::208;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::222","PLACE","http://pleiades.stoa.org/places/481728","Apollonia|Apollonia, Pojan","-0750/0640","40.720583","19.470413","settlement","VERIFIED","","","",""
"d7aa738a-62e1-4794-9927-fb97d636a834","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀπολλωνία","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::245;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::254","PLACE","http://pleiades.stoa.org/places/481728","Apollonia|Apollonia, Pojan","-0750/0640","40.720583","19.470413","settlement","VERIFIED","","","",""
"14d9aaec-aa35-4b5b-a9af-0dfb33eeae85","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Αἴας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::302;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::306","PLACE","http://pleiades.stoa.org/places/481726","Aous (river)","-0750/0640","40.6125045","19.4812849","river","VERIFIED","ποταμός","","",""
"bfb71cf9-d201-4d04-882a-92cf82821941","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀπολλωνίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::334;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::344","PLACE","http://pleiades.stoa.org/places/481728","Apollonia|Apollonia, Pojan","-0750/0640","40.720583","19.470413","settlement","VERIFIED","","","",""
"2e7f6a30-3920-410c-aa86-3a28d2938a03","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀμαντίαν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::349;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::357","PLACE","http://pleiades.stoa.org/places/481715","Amantia|Amantia, Ploça","-0330/0300","40.3786462","19.697525","settlement","VERIFIED","","","",""
"1f60da85-7567-4760-b658-dc00d17abc58","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Αἴας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::381;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::385","PLACE","http://pleiades.stoa.org/places/481726","Aous (river)","-0750/0640","40.6125045","19.4812849","river","VERIFIED","ποταμός","","",""
"aa640197-ff13-4543-99b7-7e273f5e6e36","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Πίνδου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::402;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::408","PLACE","http://pleiades.stoa.org/places/541062","Pindus M.|Pindus Mons, Pindus (Smolikas)","","40.0891647","20.9247272","mountain","VERIFIED","ὄρος","","",""
"9d400558-4e5a-4d0c-baa3-3fcba9828a8d","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀπολλωνίαν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::424;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[36]::434","PLACE","http://pleiades.stoa.org/places/481728","Apollonia|Apollonia, Pojan","-0750/0640","40.720583","19.470413","settlement","VERIFIED","πόλις","","",""
"3fff6687-b2fc-4f6a-bfef-b3e8b16f76b3","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ὠρικὸν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[37]::32;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[37]::38","PLACE","http://pleiades.stoa.org/places/481939","Orikon|Orikos/Orikon/Oricum, Orikumi","-0330/0640","40.318889","19.428611","settlement,port","VERIFIED","","","",""
"123ea205-4f41-4727-8a1f-e433cea234d6","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ὠρικίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[37]::125;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[37]::132","PLACE","http://pleiades.stoa.org/places/481939","Orikon|Orikos/Orikon/Oricum, Orikumi","-0330/0640","40.318889","19.428611","settlement,port","VERIFIED","","orician territory, not the city","",""
"f1714129-568d-4639-915f-e386cad55e60","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀμαντίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[37]::172;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[37]::180","PLACE","http://pleiades.stoa.org/places/481715","Amantia|Amantia, Ploça","-0330/0300","40.3786462","19.697525","settlement","VERIFIED","","territory of amantia, not city","",""
"f37915df-8774-456d-b1fd-c4bd8f328a04","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἄμασιν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]/hi[1]::33;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]/hi[1]::39","PLACE","http://pleiades.stoa.org/places/481715","Amantia|Amantia, Ploça","-0330/0300","40.3786462","19.697525","settlement","VERIFIED","group|ethnic","","",""
"61dcc15c-a425-4502-94db-c69f56e272d9","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀτιντᾶνες","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::117;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::126","PLACE","http://pleiades.stoa.org/places/481748","Atintanis","-0330/-0030","41.5","20.5","people","VERIFIED","group|ethnic","","",""
"f9a4d694-c6a6-42a6-887f-f77e4123551e","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ὠρικίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::136;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::143","PLACE","http://pleiades.stoa.org/places/481939","Orikon|Orikos/Orikon/Oricum, Orikumi","-0330/0640","40.318889","19.428611","settlement,port","VERIFIED","","orician territory, not the city","",""
"8021f0fe-61a2-4385-845d-c4361b3dd93a","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Καρίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]/hi[2]::33;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]/hi[2]::39","PLACE","","","","","","","NOT_IDENTIFIABLE","","","",""
"f97e695a-e211-4606-b25f-3572b121147b","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἰδωνίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]/hi[3]::33;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]/hi[3]::40","PLACE","http://pleiades.stoa.org/places/530786","Aidonia|Aidonia","-0550/-0030","39.203277","20.613399","settlement","VERIFIED","","","",""
"ec94b06e-44c0-4ea9-a32e-e3808585c439","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Κάστιδι","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]/hi[4]::33;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]/hi[4]::40","PLACE","http://pleiades.stoa.org/places/530941","Kestria?|Kestria?, Çiflik","-0550/-0030","39.680339","20.117681","settlement","VERIFIED","χῶρα","","",""
"7c194116-c2f7-4ac4-a8f7-c9cf5d1fc4bb","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἐρύθεια","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::406;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::413","PLACE","","","","","","","NOT_IDENTIFIABLE","πεδίον","","",""
"5c1b5938-994f-44c9-888a-ddcb8c138f5b","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","ἐνταῦθα ὁ Γηρυόνης λέγεται οἰκεῖν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::415;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::448","EVENT","","","","","","","","myth","","",""
"36ad5036-9ddf-469a-a40d-7bc6dfe1e6fc","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Γηρυόνης","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::425;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::433","PERSON","","","","","","","","","","",""
"630105c5-ee94-4b01-87a0-509340fe538d","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","τοὺς βοῦς βουκολεῖν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::453;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::472","EVENT","","","","","","","","myth","","",""
"8001fddc-d249-4adc-b963-837c8226bf4d","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Κεραύνια","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::493;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::501","PLACE","http://pleiades.stoa.org/places/481785","Ceraunii M.|Ceraunii M., Ceraunian Mountains","","40.198056","19.638889","mountain","VERIFIED","ὄρος","","",""
"bb28e78c-70a8-4d6d-a8fd-e69ae5d55b41","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Σάσων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::560;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::565","PLACE","http://pleiades.stoa.org/places/481981","Sason|Sason Ins., Sazani","-0330/0640","40.50345","19.27174","island","VERIFIED","νῆσος|μικρά","","",""
"248bacbc-d050-43dc-9ead-ce0b252d5618","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ὠρικὸν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::580;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[38]::586","PLACE","http://pleiades.stoa.org/places/481939","Orikon|Orikos/Orikon/Oricum, Orikumi","-0330/0640","40.318889","19.428611","settlement,port","VERIFIED","πόλις","","",""
"5ae323b3-0aca-403e-be34-452a6d6a2fe3","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ὠρικοὶ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[39]::19;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[39]::25","PLACE","http://pleiades.stoa.org/places/481939","Orikon|Orikos/Orikon/Oricum, Orikumi","-0330/0640","40.318889","19.428611","settlement,port","VERIFIED","group|ethnic","","",""
"b7fffa82-3403-46e2-aa30-a89067f31e9d","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀμαντίας                             χώρας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[39]::41;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[39]::83","PLACE","http://pleiades.stoa.org/places/481715","Amantia|Amantia, Ploça","-0330/0300","40.3786462","19.697525","settlement","VERIFIED","χώρα","","",""
"c42988c4-efb5-426f-a02e-cda857f38939","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀμαντιεῖς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[39]/supplied[1]::0;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[39]/supplied[1]::9","PLACE","http://pleiades.stoa.org/places/481715","Amantia|Amantia, Ploça","-0330/0300","40.3786462","19.697525","settlement","VERIFIED","group|ethnic","","",""
"83811378-0a05-436a-b3ff-aacd9838fff7","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἰλλυριοὶ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[39]::118;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[39]::126","PLACE","http://pleiades.stoa.org/places/481866","Illyrii","-0550/-0030","41.5","19.5","unknown","VERIFIED","group|ethnic","","",""
"e718ed0c-171c-4d7a-94f4-a37ea3db119b","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Βουλινῶν","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[39]::131;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[39]::139","PLACE","http://pleiades.stoa.org/places/197176","Boulinoi","-0550/-0030","43.5","15.5","people","VERIFIED","group|ethnic","","",""
"3d9915b3-6404-46d2-bd51-d6ab677b1cae","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἰονίου","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::16;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::22","PLACE","http://pleiades.stoa.org/places/1046","Ionium Mare","-0750/0640","39.03244647555555","19.674861075555555","water-open","VERIFIED","κόλπος|στόμα","","",""
"908169c6-4f1a-480e-9120-69ffd35c3d20","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Κεραυνίων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::68;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::77","PLACE","http://pleiades.stoa.org/places/481785","Ceraunii M.|Ceraunii M., Ceraunian Mountains","","40.198056","19.638889","mountain","VERIFIED","ὄρος","","",""
"c01eb4a4-cf53-474f-bd04-6e0155064edf","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἰαπυγίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::95;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::103","PLACE","http://pleiades.stoa.org/places/442763","Sallentinum/Iapygia|Sallentinum Pr./Iapygia Pr., Capo Santa Maria di Leuca","-0550/2100","39.796261","18.368275","cape","VERIFIED","ἄκρα","","",""
"52a47be5-78f7-427d-aedd-5b562cba0395","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ὑδρόεντα","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::112;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::120","PLACE","http://pleiades.stoa.org/places/442615","Hydruntum/Hydrous|Hydruntum/Hydrous, Otranto","-0750/2100","40.145948","18.490953","settlement,port","VERIFIED","πόλις","","",""
"dc58a3fb-8383-48b8-805f-c021cfb1c97d","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἰαπυγίᾳ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::133;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::140","PLACE","http://pleiades.stoa.org/places/442763","Sallentinum/Iapygia|Sallentinum Pr./Iapygia Pr., Capo Santa Maria di Leuca","-0550/2100","39.796261","18.368275","cape","VERIFIED","","","",""
"8c7dbca1-0604-46f7-b1a8-50492407b548","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Κεραυνίων","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::149;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::158","PLACE","http://pleiades.stoa.org/places/481785","Ceraunii M.|Ceraunii M., Ceraunian Mountains","","40.198056","19.638889","mountain","VERIFIED","","","",""
"05a6b78e-36d6-4423-9666-77ac8aa44050","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἰόνιος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::229;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::235","PLACE","http://pleiades.stoa.org/places/442621","Ionios Kolpos/Tarentinus Sinus","1700/2100","39.885","17.276944","water-open","VERIFIED","","","",""
"1be8d8c2-48c5-4c19-81ef-c5ae3413d584","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀδρίᾳ","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::263;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::268","PLACE","http://pleiades.stoa.org/places/1004","(H)Adriaticum/Superum Mare","-0330/-0030","42.7752864","15.885196","water-open","VERIFIED","","","",""
"e2a878f0-c8b2-4573-a307-8d4bffdf5783","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","τὸ δὲ αὐτὸ Ἀδρίας ἐστὶ καὶ Ἰόνιος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::270;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::303","EVENT","","","","","","","","geography","","",""
"bfe42333-f64e-42c4-8460-073d83657b0e","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἀδρίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::281;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::287","PLACE","http://pleiades.stoa.org/places/1004","(H)Adriaticum/Superum Mare","-0330/-0030","42.7752864","15.885196","water-open","VERIFIED","","","",""
"419b267d-3af9-4cf3-bad2-1ad3f075298b","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἰόνιος","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::297;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[40]::303","PLACE","http://pleiades.stoa.org/places/442621","Ionios Kolpos/Tarentinus Sinus","1700/2100","39.885","17.276944","water-open","VERIFIED","","","",""
"da04e267-b0b5-4e5f-a72c-2d2626c72cc1","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Ἰλλυριοὺς","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::18;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::27","PLACE","http://pleiades.stoa.org/places/481866","Illyrii","-0550/-0030","41.5","19.5","unknown","VERIFIED","group|ethnic","","",""
"e12938b6-f542-4d0e-ab86-d4b5d72ff5c2","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Χάονες","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::56;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::62","PLACE","http://pleiades.stoa.org/places/481787","Chaonia","-0330/0300","40.5","19.5","region","VERIFIED","group|ethnic","","",""
"5f9dd684-9f6d-4a0a-831a-c23bb076d8cf","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Χαονία","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::69;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::75","PLACE","http://pleiades.stoa.org/places/481787","Chaonia","-0330/0300","40.5","19.5","region","VERIFIED","","","",""
"7fba8b83-ea15-41dd-aace-88877e8b097f","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","οἰκοῦσι δὲ κατὰ κώμας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::93;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::114","EVENT","","","","","","","","ethnography","","",""
"95a11419-d0b2-4c9d-87fa-ab3d5e717e47","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Χάονες","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::118;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::124","PLACE","http://pleiades.stoa.org/places/481787","Chaonia","-0330/0300","40.5","19.5","region","VERIFIED","group|ethnic","","",""
"6edb6753-fe5a-4be0-97e4-9ffb7f6b888a","greekLit-fgrh.2046.bnjo-1-ed-grc_clean_post-ner.xml","Χαονίας","from=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::144;to=/TEI[1]/text[1]/body[1]/div[1]/div[1]/l[41]::151","PLACE","http://pleiades.stoa.org/places/481787","Chaonia","-0330/0300","40.5","19.5","region","VERIFIED","","","",""
